ID,Date,SVXY Open,SVXY Close,VXX Open,VXX Close,VIX,SPX,Daily Return,LN(1+ret),21D RV*100,VIX - RV,Long SVXY,Long VXX,SVXY units,VXX units,SVXY MTM,VXX MTM,Equity,Daily Return,LN(1+ret)
42012,04/27/2012,48.95,48.78,4142.08,4144.64,16.32,1403.36,0.24%,0.24%,14.33,1.14,1,0,7925,16,872,0," 1,130,658 ",0.08%,0.08%
42012,04/30/2012,48.19,47.69,4198.40,4236.80,17.15,1397.91,-0.39%,-0.39%,14.38,1.10,1,0,7925,16,-8678,0," 1,121,980 ",-0.77%,-0.77%
52012,05/01/2012,47.81,49.10,4226.56,4098.56,16.60,1405.82,0.57%,0.56%,14.46,1.04,1,0,7925,16,11214,0," 1,133,194 ",1.00%,0.99%
52012,05/02/2012,48.10,48.74,4195.84,4144.64,16.88,1402.31,-0.25%,-0.25%,14.21,1.43,1,0,7925,16,-2853,0," 1,130,341 ",-0.25%,-0.25%
52012,05/03/2012,49.17,47.71,4108.80,4234.24,17.56,1391.57,-0.77%,-0.77%,14.38,1.28,1,0,7925,16,-8202,0," 1,122,139 ",-0.73%,-0.73%
52012,05/04/2012,47.24,45.57,4275.20,4410.88,19.16,1369.10,-1.61%,-1.63%,15.01,1.43,1,0,7925,16,-16920,0," 1,105,219 ",-1.51%,-1.52%
52012,05/07/2012,44.51,46.21,4518.40,4341.76,18.94,1369.58,0.04%,0.04%,15.02,1.68,1,0,7925,16,5072,0," 1,110,291 ",0.46%,0.46%
52012,05/08/2012,45.23,45.82,4431.36,4382.72,19.05,1363.72,-0.43%,-0.43%,14.59,4.22,1,0,7925,16,-3091,0," 1,107,200 ",-0.28%,-0.28%
52012,05/09/2012,43.54,44.00,4597.76,4544.00,20.08,1354.58,-0.67%,-0.67%,13.52,6.87,1,0,7925,16,-14424,0," 1,092,777 ",-1.30%,-1.31%
52012,05/10/2012,45.26,45.41,4413.44,4405.76,18.83,1357.99,0.25%,0.25%,13.28,6.74,1,0,7925,16,11174,0," 1,103,951 ",1.02%,1.02%
52012,05/11/2012,44.18,44.68,4520.96,4474.88,19.89,1353.39,-0.34%,-0.34%,12.27,4.93,1,0,7925,16,-5785,0," 1,098,166 ",-0.52%,-0.53%
52012,05/14/2012,42.78,42.04,4664.32,4723.20,21.87,1338.35,-1.11%,-1.12%,12.12,7.43,1,0,7925,16,-20922,0," 1,077,244 ",-1.91%,-1.92%
52012,05/15/2012,41.80,40.00,4743.68,4974.08,21.97,1330.66,-0.57%,-0.58%,12.23,7.32,1,0,7925,16,-16167,0," 1,061,077 ",-1.50%,-1.51%
52012,05/16/2012,40.51,38.51,4889.60,5137.92,22.27,1324.80,-0.44%,-0.44%,10.61,7.85,1,0,7925,16,-11808,0," 1,049,268 ",-1.11%,-1.12%
52012,05/17/2012,38.87,36.66,5099.52,5376.00,24.49,1304.86,-1.51%,-1.52%,11.49,7.15,1,0,7925,16,-14661,0," 1,034,607 ",-1.40%,-1.41%
52012,05/18/2012,36.86,34.20,5345.28,5724.16,25.10,1295.22,-0.74%,-0.74%,11.55,6.81,1,0,7925,16,-19495,0," 1,015,112 ",-1.88%,-1.90%
52012,05/21/2012,34.36,37.90,5701.12,5094.40,22.01,1315.99,1.60%,1.59%,13.23,4.21,1,0,7925,16,29362,0," 1,044,474 ",2.89%,2.85%
52012,05/22/2012,38.36,36.38,5038.08,5276.16,22.48,1316.63,0.05%,0.05%,13.06,5.91,1,0,7925,16,-12086,0," 1,032,388 ",-1.16%,-1.16%
52012,05/23/2012,35.54,37.08,5416.96,5189.12,22.33,1318.86,0.17%,0.17%,12.98,5.12,1,0,7925,16,5548,0," 1,037,936 ",0.54%,0.54%
52012,05/24/2012,37.44,36.75,5153.28,5227.78,21.54,1320.68,0.14%,0.14%,11.77,5.05,1,0,7925,16,-2615,0," 1,035,320 ",-0.25%,-0.25%
52012,05/25/2012,36.86,37.22,5222.40,5173.76,21.76,1317.82,-0.22%,-0.22%,11.30,4.94,1,0,7925,16,3685,0," 1,039,006 ",0.36%,0.36%
52012,05/29/2012,38.26,38.91,5020.16,4920.32,21.03,1332.42,1.11%,1.10%,12.17,4.15,1,0,7925,16,13433,0," 1,052,438 ",1.29%,1.28%
52012,05/30/2012,37.87,36.29,5058.56,5260.80,24.14,1313.32,-1.43%,-1.44%,12.85,4.30,1,0,7925,16,-20763,0," 1,031,675 ",-1.97%,-1.99%
52012,05/31/2012,35.83,35.60,5304.32,5329.92,24.06,1310.33,-0.23%,-0.23%,12.47,4.13,1,0,7925,16,-5468,0," 1,026,207 ",-0.53%,-0.53%
62012,06/01/2012,32.99,32.65,5731.84,5780.48,26.66,1278.04,-2.46%,-2.50%,14.48,2.40,1,0,7925,16,-23339,0," 1,002,868 ",-2.27%,-2.30%
62012,06/04/2012,33.37,34.06,5662.72,5547.52,26.12,1278.18,0.01%,0.01%,14.51,3.05,1,0,7925,16,11095,0," 1,013,963 ",1.11%,1.10%
62012,06/05/2012,33.64,34.70,5601.28,5419.52,24.68,1285.50,0.57%,0.57%,14.18,4.98,1,0,7925,16,5112,0," 1,019,074 ",0.50%,0.50%
62012,06/06/2012,35.83,37.27,5255.68,5030.40,22.16,1315.13,2.30%,2.28%,16.78,2.16,1,0,7925,16,20367,0," 1,039,441 ",2.00%,1.98%
62012,06/07/2012,38.98,37.65,4807.68,4981.76,21.72,1314.99,-0.01%,-0.01%,16.77,2.28,1,0,7925,16,3051,0," 1,042,493 ",0.29%,0.29%
62012,06/08/2012,37.38,39.67,5009.92,4710.40,21.23,1325.66,0.81%,0.81%,17.00,3.08,1,0,7925,16,15929,0," 1,058,422 ",1.53%,1.52%
62012,06/11/2012,41.13,36.22,4544.00,5105.92,23.56,1308.93,-1.26%,-1.27%,17.41,1.42,1,0,7925,16,-27302,0," 1,031,120 ",-2.58%,-2.61%
62012,06/12/2012,36.31,36.68,5068.80,5017.09,22.09,1324.18,1.17%,1.16%,17.99,1.90,1,0,7925,16,3645,0," 1,034,766 ",0.35%,0.35%
62012,06/13/2012,35.73,34.76,5140.48,5274.88,24.27,1314.88,-0.70%,-0.70%,17.76,4.11,1,0,7925,16,-15176,0," 1,019,589 ",-1.47%,-1.48%
62012,06/14/2012,35.04,36.99,5232.64,4947.97,21.68,1329.10,1.08%,1.08%,18.10,3.87,1,0,7925,16,17673,0," 1,037,262 ",1.73%,1.72%
62012,06/15/2012,37.22,38.46,4899.84,4733.44,21.11,1342.84,1.03%,1.03%,18.36,3.91,1,0,7925,16,11610,0," 1,048,872 ",1.12%,1.11%
62012,06/18/2012,38.72,41.74,4707.84,4344.32,18.32,1344.78,0.14%,0.14%,17.45,7.04,1,0,7925,16,25954,0," 1,074,827 ",2.47%,2.44%
62012,06/19/2012,43.17,42.48,4190.72,4257.28,18.38,1357.98,0.98%,0.98%,17.36,7.74,1,0,7925,16,5904,0," 1,080,731 ",0.55%,0.55%
62012,06/20/2012,42.51,44.24,4249.60,4078.08,17.24,1355.69,-0.17%,-0.17%,16.67,5.34,1,0,7925,16,13988,0," 1,094,718 ",1.29%,1.29%
62012,06/21/2012,44.11,38.92,4078.08,4531.20,20.08,1325.51,-2.23%,-2.25%,18.59,3.89,1,0,7925,16,-42201,0," 1,052,518 ",-3.85%,-3.93%
62012,06/22/2012,40.46,43.04,4362.24,4067.84,18.11,1335.02,0.72%,0.71%,18.73,3.60,1,0,7925,16,32651,0," 1,085,169 ",3.10%,3.06%
62012,06/25/2012,40.44,39.87,4346.88,4387.84,20.38,1313.72,-1.60%,-1.61%,19.59,1.95,1,0,7925,16,-25162,0," 1,060,007 ",-2.32%,-2.35%
62012,06/26/2012,41.13,41.16,4267.52,4267.52,19.72,1319.99,0.48%,0.48%,19.65,2.11,1,0,7925,16,10263,0," 1,070,270 ",0.97%,0.96%
62012,06/27/2012,41.74,40.78,4200.96,4303.36,19.45,1331.85,0.90%,0.89%,19.51,1.52,1,0,7925,16,-3012,0," 1,067,258 ",-0.28%,-0.28%
62012,06/28/2012,40.33,42.07,4344.32,4162.56,19.71,1329.04,-0.21%,-0.21%,18.83,5.31,1,0,7925,16,10223,0," 1,077,481 ",0.96%,0.95%
62012,06/29/2012,44.56,44.92,3924.48,3893.76,17.08,1362.16,2.49%,2.46%,20.57,3.49,1,0,7925,16,22547,0," 1,100,028 ",2.09%,2.07%
72012,07/02/2012,45.82,47.76,3806.72,3639.42,16.80,1365.51,0.25%,0.25%,18.16,8.50,1,0,7925,16,22507,0," 1,122,535 ",2.05%,2.03%
72012,07/03/2012,48.04,48.72,3614.72,3558.40,16.66,1374.02,0.62%,0.62%,18.16,7.96,1,0,7925,16,7608,0," 1,130,143 ",0.68%,0.68%
72012,07/05/2012,48.42,46.92,3581.44,3686.40,17.50,1367.58,-0.47%,-0.47%,18.35,6.33,1,0,7925,16,-14225,0," 1,115,918 ",-1.26%,-1.27%
72012,07/06/2012,45.51,47.24,3791.36,3650.30,17.10,1354.68,-0.94%,-0.95%,17.30,4.86,1,0,7925,16,2576,0," 1,118,493 ",0.23%,0.23%
72012,07/09/2012,47.66,47.72,3627.52,3619.84,17.98,1352.46,-0.16%,-0.16%,17.33,4.39,1,0,7925,16,3764,0," 1,122,258 ",0.34%,0.34%
72012,07/10/2012,48.49,46.40,3560.96,3719.68,18.72,1341.47,-0.81%,-0.82%,17.45,3.78,1,0,7925,16,-10501,0," 1,111,757 ",-0.94%,-0.94%
72012,07/11/2012,46.47,47.78,3709.44,3599.36,17.95,1341.45,0.00%,0.00%,16.78,6.78,1,0,7925,16,10937,0," 1,122,694 ",0.98%,0.98%
72012,07/12/2012,46.65,47.31,3681.28,3620.35,18.33,1334.76,-0.50%,-0.50%,16.46,5.63,1,0,7925,16,-3646,0," 1,119,048 ",-0.32%,-0.33%
72012,07/13/2012,48.11,50.08,3576.32,3417.60,16.74,1356.78,1.65%,1.64%,17.12,7.15,1,0,7925,16,21952,0," 1,141,000 ",1.96%,1.94%
72012,07/16/2012,50.21,50.65,3409.92,3372.80,17.11,1353.64,-0.23%,-0.23%,16.83,4.85,1,0,7925,16,4438,0," 1,145,438 ",0.39%,0.39%
72012,07/17/2012,51.60,52.46,3325.44,3251.20,16.48,1363.67,0.74%,0.74%,16.65,4.46,1,0,7925,16,14384,0," 1,159,822 ",1.26%,1.25%
72012,07/18/2012,52.23,51.90,3274.24,3289.60,16.16,1372.78,0.67%,0.67%,16.78,1.54,1,0,7925,16,-4478,0," 1,155,345 ",-0.39%,-0.39%
72012,07/19/2012,52.33,53.08,3271.68,3212.80,15.45,1376.51,0.27%,0.27%,16.49,1.89,1,0,7925,16,9352,0," 1,164,696 ",0.81%,0.81%
72012,07/20/2012,51.50,50.25,3312.64,3379.20,16.27,1362.66,-1.01%,-1.01%,16.89,0.35,1,0,7925,16,-22388,0," 1,142,308 ",-1.92%,-1.94%
72012,07/23/2012,46.26,46.74,3653.12,3599.36,18.62,1350.52,-0.89%,-0.89%,15.19,4.89,1,0,7925,16,-27777,0," 1,114,531 ",-2.43%,-2.46%
72012,07/24/2012,46.96,44.97,3601.92,3752.96,20.47,1338.31,-0.90%,-0.91%,15.39,2.72,1,0,7925,16,-14067,0," 1,100,464 ",-1.26%,-1.27%
72012,07/25/2012,45.19,45.42,3735.04,3699.20,19.34,1337.89,-0.03%,-0.03%,14.23,6.15,1,0,7925,16,3527,0," 1,103,991 ",0.32%,0.32%
72012,07/26/2012,48.23,48.94,3471.36,3417.60,17.53,1360.02,1.65%,1.64%,15.19,4.53,1,0,7925,16,27936,0," 1,131,926 ",2.53%,2.50%
72012,07/27/2012,50.93,50.13,3276.80,3325.44,16.70,1385.97,1.91%,1.89%,16.19,3.26,1,0,7925,16,9431,0," 1,141,357 ",0.83%,0.83%
72012,07/30/2012,50.56,49.08,3299.84,3394.56,18.03,1385.30,-0.05%,-0.05%,16.15,3.56,1,0,7925,16,-8282,0," 1,133,075 ",-0.73%,-0.73%
72012,07/31/2012,48.03,47.63,3461.12,3491.84,18.93,1379.32,-0.43%,-0.43%,13.95,3.13,1,0,7925,16,-11531,0," 1,121,544 ",-1.02%,-1.02%
82012,08/01/2012,48.53,48.66,3425.28,3415.04,18.96,1375.32,-0.29%,-0.29%,13.98,2.82,1,0,7925,16,8163,0," 1,129,707 ",0.73%,0.73%
82012,08/02/2012,47.40,49.75,3496.96,3335.68,17.57,1365.00,-0.75%,-0.75%,14.07,2.59,1,0,7925,16,8638,0," 1,138,345 ",0.76%,0.76%
82012,08/03/2012,51.67,53.23,3210.24,3113.22,15.64,1390.99,1.90%,1.89%,15.46,2.04,1,0,7925,16,27579,0," 1,165,924 ",2.42%,2.39%
82012,08/06/2012,53.99,54.45,3066.88,3036.16,15.95,1394.23,0.23%,0.23%,15.01,2.09,1,0,7925,16,9629,0," 1,175,553 ",0.83%,0.82%
82012,08/07/2012,55.25,52.85,2992.64,3128.32,15.99,1401.35,0.51%,0.51%,15.02,2.96,1,0,7925,16,-12640,0," 1,162,913 ",-1.08%,-1.08%
82012,08/08/2012,52.97,55.01,3110.40,2997.76,15.32,1402.22,0.06%,0.06%,14.59,4.13,1,0,7925,16,17078,0," 1,179,991 ",1.47%,1.46%
82012,08/09/2012,54.54,55.22,3014.40,2977.28,15.28,1402.80,0.04%,0.04%,14.59,3.36,1,0,7925,16,1743,0," 1,181,735 ",0.15%,0.15%
82012,08/10/2012,54.63,56.21,3010.56,2923.52,14.74,1405.87,0.22%,0.22%,14.35,3.98,1,0,7925,16,7806,0," 1,189,541 ",0.66%,0.66%
82012,08/13/2012,56.03,57.74,2938.88,2849.28,13.70,1404.11,-0.13%,-0.13%,13.46,3.28,1,0,7925,16,12165,0," 1,201,706 ",1.02%,1.02%
82012,08/14/2012,57.56,54.76,2867.20,3007.49,14.85,1403.93,-0.01%,-0.01%,13.40,3.71,1,0,7925,16,-23656,0," 1,178,050 ",-1.97%,-1.99%
82012,08/15/2012,54.79,54.77,3013.12,3008.00,14.63,1405.53,0.11%,0.11%,13.25,3.23,1,0,7925,16,79,0," 1,178,129 ",0.01%,0.01%
82012,08/16/2012,55.01,55.87,2997.76,2946.56,14.29,1415.51,0.71%,0.71%,13.27,2.89,1,0,7925,16,8678,0," 1,186,807 ",0.74%,0.73%
82012,08/17/2012,56.40,57.35,2918.40,2867.20,13.45,1418.16,0.19%,0.19%,13.26,2.19,1,0,7925,16,11769,0," 1,198,575 ",0.99%,0.99%
82012,08/20/2012,56.85,57.40,2890.24,2867.20,14.02,1418.13,0.00%,0.00%,12.60,3.67,1,0,7925,16,357,0," 1,198,932 ",0.03%,0.03%
82012,08/21/2012,58.11,55.84,2828.80,2944.00,15.02,1413.17,-0.35%,-0.35%,12.15,6.47,1,0,7925,16,-12323,0," 1,186,609 ",-1.03%,-1.03%
82012,08/22/2012,54.85,55.43,2997.76,2969.60,15.11,1413.49,0.02%,0.02%,11.47,9.00,1,0,7925,16,-3249,0," 1,183,359 ",-0.27%,-0.27%
82012,08/23/2012,55.01,54.28,2979.84,3023.36,15.96,1402.08,-0.81%,-0.81%,12.02,7.32,1,0,7925,16,-9153,0," 1,174,206 ",-0.77%,-0.78%
82012,08/24/2012,53.67,56.44,3061.76,2900.48,15.18,1411.13,0.65%,0.64%,10.98,6.55,1,0,7925,16,17118,0," 1,191,324 ",1.46%,1.45%
82012,08/27/2012,56.99,56.12,2877.44,2928.64,16.35,1410.44,-0.05%,-0.05%,9.01,7.69,1,0,7925,16,-2536,0," 1,188,788 ",-0.21%,-0.21%
82012,08/28/2012,55.15,55.06,2967.04,2979.84,16.49,1409.30,-0.08%,-0.08%,9.01,9.02,1,0,7925,16,-8361,0," 1,180,427 ",-0.70%,-0.71%
82012,08/29/2012,55.13,54.79,2969.60,2984.96,17.06,1410.49,0.08%,0.08%,8.82,10.11,1,0,7925,16,-2140,0," 1,178,287 ",-0.18%,-0.18%
82012,08/30/2012,53.54,53.66,3054.08,3051.52,17.83,1399.48,-0.78%,-0.78%,9.25,9.71,1,0,7925,16,-8955,0," 1,169,332 ",-0.76%,-0.76%
82012,08/31/2012,54.50,55.26,2997.76,2946.56,17.47,1406.58,0.51%,0.51%,8.84,8.73,1,0,7925,16,12720,0," 1,182,052 ",1.09%,1.08%
92012,09/04/2012,55.10,55.83,2961.92,2926.08,17.98,1404.94,-0.12%,-0.12%,6.12,9.52,1,0,7925,16,4517,0," 1,186,569 ",0.38%,0.38%
92012,09/05/2012,55.97,57.24,2915.84,2846.72,17.74,1403.44,-0.11%,-0.11%,6.11,9.84,1,0,7925,16,11095,0," 1,197,664 ",0.94%,0.93%
92012,09/06/2012,58.54,63.29,2787.84,2553.60,15.60,1432.12,2.04%,2.02%,9.16,6.83,1,0,7925,16,47986,0," 1,245,650 ",4.01%,3.93%
92012,09/07/2012,64.54,66.86,2506.24,2408.96,14.38,1437.92,0.40%,0.40%,9.22,6.10,1,0,7925,16,28292,0," 1,273,942 ",2.27%,2.25%
92012,09/10/2012,65.78,63.06,2444.80,2542.08,16.28,1429.08,-0.61%,-0.62%,9.57,5.71,1,0,7925,16,-30155,0," 1,243,788 ",-2.37%,-2.40%
92012,09/11/2012,63.11,63.34,2531.84,2524.16,16.41,1433.56,0.31%,0.31%,9.59,5.15,1,0,7925,16,2259,0," 1,246,046 ",0.18%,0.18%
92012,09/12/2012,64.53,65.00,2467.84,2452.48,15.80,1436.56,0.21%,0.21%,9.56,4.14,1,0,7925,16,13156,0," 1,259,202 ",1.06%,1.05%
92012,09/13/2012,64.93,69.72,2452.48,2270.75,14.05,1459.99,1.63%,1.62%,10.90,3.95,1,0,7925,16,37406,0," 1,296,608 ",2.97%,2.93%
92012,09/14/2012,71.09,67.33,2227.20,2350.08,14.51,1465.77,0.40%,0.40%,10.92,3.71,1,0,7925,16,-18941,0," 1,277,667 ",-1.46%,-1.47%
92012,09/17/2012,66.10,67.68,2388.48,2321.92,14.59,1461.19,-0.31%,-0.31%,10.89,3.40,1,0,7925,16,2734,0," 1,280,401 ",0.21%,0.21%
92012,09/18/2012,67.31,69.45,2344.96,2268.16,14.18,1459.32,-0.13%,-0.13%,10.93,2.52,1,0,7925,16,14067,0," 1,294,468 ",1.10%,1.09%
92012,09/19/2012,70.75,69.57,2224.64,2265.60,13.88,1461.05,0.12%,0.12%,10.92,3.10,1,0,7925,16,951,0," 1,295,419 ",0.07%,0.07%
92012,09/20/2012,68.93,70.26,2283.52,2240.26,14.07,1460.26,-0.05%,-0.05%,10.80,4.22,1,0,7925,16,5468,0," 1,300,887 ",0.42%,0.42%
92012,09/21/2012,70.18,70.68,2242.56,2225.92,13.98,1460.15,-0.01%,-0.01%,10.81,4.30,1,0,7925,16,3368,0," 1,304,255 ",0.26%,0.26%
92012,09/24/2012,69.89,71.64,2250.24,2193.92,14.15,1456.89,-0.22%,-0.22%,10.33,5.63,1,0,7925,16,7529,0," 1,311,784 ",0.58%,0.58%
92012,09/25/2012,72.46,66.28,2170.88,2366.72,15.43,1441.59,-1.05%,-1.06%,11.02,4.16,1,0,7925,16,-42438,0," 1,269,346 ",-3.24%,-3.29%
92012,09/26/2012,65.03,63.63,2406.40,2449.92,16.81,1433.32,-0.57%,-0.58%,11.26,5.09,1,0,7925,16,-21001,0," 1,248,344 ",-1.65%,-1.67%
92012,09/27/2012,65.91,69.47,2373.12,2234.88,14.84,1447.15,0.96%,0.96%,11.65,4.84,1,0,7925,16,46322,0," 1,294,666 ",3.71%,3.64%
92012,09/28/2012,67.88,67.37,2280.96,2304.00,15.73,1440.67,-0.45%,-0.45%,11.82,5.24,1,0,7925,16,-16682,0," 1,277,984 ",-1.29%,-1.30%
102012,10/01/2012,69.02,66.73,2245.12,2325.76,16.32,1444.49,0.27%,0.26%,11.38,6.45,1,0,7925,16,-5072,0," 1,272,912 ",-0.40%,-0.40%
102012,10/02/2012,67.58,68.07,2291.20,2273.28,15.71,1445.75,0.09%,0.09%,11.31,6.16,1,0,7925,16,10580,0," 1,283,492 ",0.83%,0.83%
102012,10/03/2012,68.00,68.32,2280.96,2273.28,15.43,1450.99,0.36%,0.36%,11.30,6.68,1,0,7925,16,1981,0," 1,285,473 ",0.15%,0.15%
102012,10/04/2012,68.88,69.95,2245.12,2214.40,14.55,1461.40,0.72%,0.71%,11.42,6.32,1,0,7925,16,12957,0," 1,298,430 ",1.01%,1.00%
102012,10/05/2012,72.16,70.87,2144.64,2183.68,14.33,1460.93,-0.03%,-0.03%,9.24,6.36,1,0,7925,16,7291,0," 1,305,722 ",0.56%,0.56%
102012,10/08/2012,69.90,70.08,2213.12,2209.28,15.11,1455.88,-0.35%,-0.35%,9.29,5.09,1,0,7925,16,-6261,0," 1,299,461 ",-0.48%,-0.48%
102012,10/09/2012,69.94,67.03,2212.48,2302.53,16.37,1441.48,-0.99%,-0.99%,9.71,6.57,1,0,7925,16,-24171,0," 1,275,289 ",-1.86%,-1.88%
102012,10/10/2012,67.78,67.79,2277.12,2275.20,16.29,1432.56,-0.62%,-0.62%,9.92,6.49,1,0,7925,16,6023,0," 1,281,312 ",0.47%,0.47%
102012,10/11/2012,68.79,68.44,2239.36,2240.64,15.59,1432.84,0.02%,0.02%,9.89,5.91,1,0,7925,16,5151,0," 1,286,464 ",0.40%,0.40%
102012,10/12/2012,69.84,68.00,2209.28,2264.34,16.14,1428.59,-0.30%,-0.30%,7.92,6.13,1,0,7925,16,-3487,0," 1,282,977 ",-0.27%,-0.27%
102012,10/15/2012,68.58,70.32,2246.40,2190.08,15.27,1440.13,0.81%,0.80%,8.36,6.15,1,0,7925,16,18386,0," 1,301,363 ",1.43%,1.42%
102012,10/16/2012,71.51,71.89,2149.12,2136.95,15.22,1454.92,1.03%,1.02%,9.15,5.44,1,0,7925,16,12442,0," 1,313,805 ",0.96%,0.95%
102012,10/17/2012,71.93,72.85,2132.48,2110.72,15.07,1460.91,0.41%,0.41%,9.26,4.92,1,0,7925,16,7608,0," 1,321,413 ",0.58%,0.58%
102012,10/18/2012,72.33,72.95,2124.80,2104.00,15.03,1457.34,-0.24%,-0.24%,9.29,4.59,1,0,7925,16,792,0," 1,322,205 ",0.06%,0.06%
102012,10/19/2012,72.34,68.36,2124.16,2239.36,17.06,1433.19,-1.66%,-1.67%,10.90,3.17,1,0,7925,16,-36376,0," 1,285,830 ",-2.75%,-2.79%
102012,10/22/2012,68.55,69.24,2230.40,2211.20,16.62,1433.82,0.04%,0.04%,10.91,3.07,1,0,7925,16,6974,0," 1,292,804 ",0.54%,0.54%
102012,10/23/2012,65.32,63.68,2332.80,2384.64,18.83,1413.11,-1.44%,-1.45%,11.88,2.27,1,0,7925,16,-44063,0," 1,248,741 ",-3.41%,-3.47%
102012,10/24/2012,64.38,63.14,2346.88,2398.07,18.33,1408.75,-0.31%,-0.31%,11.44,3.99,1,0,7925,16,-4280,0," 1,244,461 ",-0.34%,-0.34%
102012,10/25/2012,65.31,64.77,2314.88,2334.72,18.12,1412.97,0.30%,0.30%,11.39,5.42,1,0,7925,16,12918,0," 1,257,379 ",1.04%,1.03%
102012,10/26/2012,64.82,64.94,2331.52,2323.20,17.81,1411.94,-0.07%,-0.07%,10.75,4.09,1,0,7925,16,1347,0," 1,258,726 ",0.11%,0.11%
102012,10/31/2012,66.30,63.55,2277.76,2368.64,18.60,1412.16,0.02%,0.02%,10.69,5.04,1,0,7925,16,-11016,0," 1,247,710 ",-0.88%,-0.88%
112012,11/01/2012,64.32,68.68,2348.80,2179.20,16.69,1427.59,1.09%,1.09%,11.40,4.92,1,0,7925,16,40655,0," 1,288,366 ",3.26%,3.21%
112012,11/02/2012,69.55,66.88,2148.48,2235.31,17.59,1414.20,-0.94%,-0.94%,11.79,3.92,1,0,7925,16,-14265,0," 1,274,101 ",-1.11%,-1.11%
112012,11/05/2012,65.87,65.59,2263.04,2275.83,18.42,1417.26,0.22%,0.22%,11.73,3.70,1,0,7925,16,-10223,0," 1,263,877 ",-0.80%,-0.81%
112012,11/06/2012,66.09,67.86,2257.92,2197.12,17.58,1428.39,0.79%,0.78%,11.79,2.76,1,0,7925,16,17990,0," 1,281,867 ",1.42%,1.41%
112012,11/07/2012,66.17,62.46,2245.12,2364.80,19.08,1394.53,-2.37%,-2.40%,14.15,0.18,1,0,7925,16,-42795,0," 1,239,072 ",-3.34%,-3.40%
112012,11/08/2012,62.55,61.93,2360.96,2380.15,18.49,1377.51,-1.22%,-1.23%,14.57,0.54,1,0,7925,16,-4200,0," 1,234,872 ",-0.34%,-0.34%
112012,11/09/2012,61.30,61.97,2405.76,2379.52,18.61,1379.85,0.17%,0.17%,14.39,1.98,1,0,7925,16,317,0," 1,235,189 ",0.03%,0.03%
112012,11/12/2012,62.64,65.97,2351.36,2226.56,16.68,1380.03,0.01%,0.01%,14.33,1.96,1,0,7925,16,31700,0," 1,266,889 ",2.57%,2.53%
112012,11/13/2012,64.42,65.83,2275.20,2230.40,16.65,1374.53,-0.40%,-0.40%,14.33,1.26,1,0,7925,16,-1109,0," 1,265,779 ",-0.09%,-0.09%
112012,11/14/2012,67.72,63.60,2166.40,2304.00,17.92,1355.49,-1.39%,-1.39%,14.91,1.23,1,0,7925,16,-17673,0," 1,248,107 ",-1.40%,-1.41%
112012,11/15/2012,63.62,62.91,2302.72,2324.48,17.99,1353.33,-0.16%,-0.16%,14.42,0.85,1,0,7925,16,-5468,0," 1,242,638 ",-0.44%,-0.44%
112012,11/16/2012,63.68,65.82,2299.52,2219.51,16.41,1359.88,0.48%,0.48%,13.91,1.31,1,0,7925,16,23062,0," 1,265,700 ",1.86%,1.84%
112012,11/19/2012,68.15,71.46,2140.80,2028.80,15.24,1386.89,1.99%,1.97%,15.88,-0.81,0,1,7925,16,44697,0," 1,310,397 ",3.53%,3.47%
112012,11/20/2012,72.25,72.62,2005.12,1994.24,15.08,1387.81,0.07%,0.07%,15.91,-0.88,0,1,7925,129,5974,-1533," 1,314,839 ",0.34%,0.34%
112012,11/21/2012,72.82,72.14,1989.12,2005.76,15.31,1391.03,0.23%,0.23%,15.10,1.96,1,0,7925,129,0,1486," 1,316,325 ",0.11%,0.11%
112012,11/23/2012,73.87,75.29,1958.40,1920.00,15.14,1409.15,1.30%,1.29%,15.90,0.72,1,0,3649,129,5047,-6236," 1,315,136 ",-0.09%,-0.09%
112012,11/26/2012,73.98,75.91,1955.84,1903.36,15.50,1406.29,-0.20%,-0.20%,15.12,3.71,1,0,3649,129,2262,0," 1,317,398 ",0.17%,0.17%
112012,11/27/2012,76.40,74.23,1890.56,1943.04,15.92,1398.94,-0.52%,-0.52%,15.19,3.14,1,0,3649,129,-6130,0," 1,311,268 ",-0.47%,-0.47%
112012,11/28/2012,72.97,76.25,1975.68,1884.16,15.51,1409.93,0.79%,0.78%,15.41,2.71,1,0,3649,129,7371,0," 1,318,639 ",0.56%,0.56%
112012,11/29/2012,77.46,77.28,1859.20,1862.40,15.06,1415.95,0.43%,0.43%,15.48,2.33,1,0,3649,129,3758,0," 1,322,397 ",0.29%,0.28%
112012,11/30/2012,78.01,75.77,1845.76,1895.68,15.87,1416.18,0.02%,0.02%,15.48,3.12,1,0,3649,129,-5510,0," 1,316,887 ",-0.42%,-0.42%
122012,12/03/2012,77.89,74.36,1848.96,1935.38,16.64,1409.46,-0.47%,-0.48%,15.06,1.63,1,0,3649,129,-5145,0," 1,311,742 ",-0.39%,-0.39%
122012,12/04/2012,73.80,72.96,1944.96,1962.88,17.12,1407.05,-0.17%,-0.17%,14.72,2.87,1,0,3649,129,-5109,0," 1,306,634 ",-0.39%,-0.39%
122012,12/05/2012,73.00,74.17,1966.08,1930.25,16.46,1409.28,0.16%,0.16%,14.71,3.71,1,0,3649,129,4415,0," 1,311,049 ",0.34%,0.34%
