Date,SVXY_adj_close_price,VXX_adj_close_price,^GSPC_adj_close_price,^VIX_adj_close_price,SVXY_adj_open_price,VXX_adj_open_price
05/14/2013,93.27,1164.8,1650.34,12.77,92.93,1168.64
05/15/2013,92.63,1174.4,1658.78,12.81,92.1,1177.6
05/16/2013,91.63,1184.64,1650.47,13.07,91.8,1183.36
05/17/2013,94.06,1153.92,1667.47,12.45,92.15,1179.52
05/20/2013,92.78,1169.28,1666.29,13.02,92.96,1168.64
05/21/2013,92.11,1179.52,1669.16,13.37,93.32,1162.88
05/22/2013,91.05,1192.32,1655.35,13.82,92.78,1169.92
05/23/2013,90.19,1201.92,1650.51,14.07,86.43,1249.92
05/24/2013,90.28,1198.72,1649.6,13.99,89.16,1216.64
05/28/2013,92.79,1169.28,1660.06,14.48,93.01,1165.44
05/29/2013,91.41,1187.04,1648.36,14.83,91.21,1189.12
05/30/2013,91.5,1186.4,1654.41,14.53,91.16,1189.76
05/31/2013,88.1,1225.06,1630.74,16.3,90.38,1198.72
06/03/2013,88.45,1223.04,1640.42,16.28,88.39,1223.68
06/04/2013,87.49,1237.76,1631.38,16.27,87.86,1230.72
06/05/2013,83.55,1290.24,1608.9,17.5,85.7,1261.44
06/06/2013,84.51,1276.16,1622.56,16.63,82.75,1302.4
06/07/2013,88.55,1218.56,1643.38,15.14,86.83,1239.68
06/10/2013,89.49,1201.92,1642.81,15.44,89.55,1201.92
06/11/2013,83.69,1281.28,1626.13,17.07,85.69,1253.76
06/12/2013,78.68,1356.8,1612.52,18.59,85.39,1254.4
06/13/2013,82.42,1294.08,1636.36,16.41,78.54,1358.08
06/14/2013,80.3,1330.56,1626.73,17.15,81.93,1297.28
06/17/2013,81.49,1304.32,1639.04,16.8,81.91,1297.92
06/18/2013,82.76,1285.12,1651.81,16.61,81.82,1297.28
06/19/2013,82.53,1283.71,1628.93,16.64,81.91,1295.36
06/20/2013,73.39,1434.24,1588.19,20.49,79.2,1338.24
06/21/2013,75.83,1379.84,1592.43,18.9,75.68,1385.6
06/24/2013,71.47,1459.84,1573.09,20.11,71.75,1451.52
06/25/2013,73.32,1418.56,1588.03,18.47,73.57,1416.32
06/26/2013,75.05,1387.52,1603.26,17.21,75.24,1384.32
06/27/2013,78.03,1331.84,1613.2,16.86,76.92,1352.96
06/28/2013,78.45,1325.44,1606.28,16.86,76.44,1357.44
07/01/2013,81.05,1283.84,1614.96,16.37,79.47,1304.96
07/02/2013,79.67,1299.2,1614.08,16.44,80.07,1297.28
07/03/2013,80.86,1287.68,1615.41,16.2,78.93,1315.84
07/05/2013,85.01,1219.84,1631.89,14.89,82.92,1255.04
07/08/2013,88.6,1165.44,1640.46,14.78,87.22,1187.84
07/09/2013,90.51,1141.76,1652.32,14.35,90.9,1135.36
07/10/2013,91.34,1130.24,1652.62,14.21,90.37,1140.48
07/11/2013,93.95,1099.52,1675.02,14.01,94.39,1093.12
07/12/2013,93.01,1110.4,1680.19,13.84,93.88,1098.88
07/15/2013,94.97,1086.08,1682.5,13.79,93.83,1098.88
07/16/2013,92.38,1114.24,1676.26,14.42,95.15,1083.52
07/17/2013,95.44,1075.84,1680.91,13.78,93.7,1099.52
07/18/2013,97.02,1057.92,1689.37,13.77,96.27,1067.52
07/19/2013,99.09,1034.88,1692.09,12.54,96.18,1065.6
07/22/2013,101.42,1013.12,1695.53,12.29,99.64,1028.48
07/23/2013,101.87,1008,1692.39,12.66,102.17,1003.52
07/24/2013,100.69,1021.44,1685.94,13.18,102.42,1000.32
07/25/2013,103.02,995.84,1690.25,12.97,99.43,1031.68
07/26/2013,103.25,992.64,1691.65,12.72,101.79,1006.72
07/29/2013,102.07,1005.44,1685.33,13.39,102.31,1002.24
07/30/2013,103.83,985.6,1685.96,13.39,102.42,1001.6
07/31/2013,106.2,964.16,1685.73,13.45,104.06,984.32
08/01/2013,109.62,934.4,1706.87,12.94,109.06,939.52
08/02/2013,112.48,912,1709.67,11.98,109.26,935.68
08/05/2013,113.76,899.2,1707.14,11.84,112.61,908.16
08/06/2013,110.4,926.78,1697.37,12.72,113.07,904.96
08/07/2013,109,936.83,1690.91,12.98,108.4,940.8
08/08/2013,110.67,922.24,1697.48,12.73,111.12,919.04
08/09/2013,109.24,934.4,1691.42,13.41,110.44,922.88
08/12/2013,109.69,929.15,1689.47,12.81,106.95,954.88
08/13/2013,110.95,920.9,1694.16,12.31,110.71,920.32
08/14/2013,109.68,927.36,1685.39,13.04,111.46,914.56
08/15/2013,104.11,976.64,1661.32,14.73,106.13,960
08/16/2013,106.01,958.02,1655.83,14.37,104.22,976
08/19/2013,103.41,984.96,1646.06,15.1,105.52,963.2
08/20/2013,104.08,973.44,1652.35,14.91,102.76,988.8
08/21/2013,102.16,991.36,1642.8,15.94,102.51,990.08
08/22/2013,104.73,967.68,1656.96,14.76,103.53,979.2
08/23/2013,107.16,947.2,1663.5,13.98,105.68,958.72
08/26/2013,103.42,978.56,1656.78,14.99,107.86,938.88
08/27/2013,94.96,1057.92,1630.48,16.77,98.55,1024
08/28/2013,95.04,1054.72,1634.96,16.49,94.19,1065.6
08/29/2013,93.23,1079.04,1638.17,16.81,93.76,1070.72
08/30/2013,92.15,1090.56,1632.97,17.01,93.75,1069.44
09/03/2013,95.41,1050.24,1639.77,16.61,96.21,1041.92
09/04/2013,95.67,1045.76,1653.08,15.88,95.47,1050.24
09/05/2013,97.97,1024.64,1655.08,15.77,96.03,1044.48
09/06/2013,97.22,1031.68,1655.17,15.85,99.25,1008.64
09/09/2013,100.81,993.28,1671.71,15.63,98.26,1020.16
09/10/2013,104.48,956.48,1683.99,14.53,103.62,964.48
09/11/2013,107.83,926.08,1689.13,13.82,103.78,961.28
09/12/2013,106,940.8,1683.42,14.29,108.04,923.52
09/13/2013,107.93,926.72,1687.99,14.16,108.01,923.52
09/16/2013,108.58,917.12,1697.6,14.38,110,904.32
09/17/2013,109.82,907.52,1704.76,14.53,108.68,914.56
09/18/2013,114.06,873.6,1725.52,13.59,109.31,912
09/19/2013,114.5,869.12,1722.34,13.16,115.17,862.08
09/20/2013,112.18,885.76,1709.91,13.12,114.07,870.4
09/23/2013,111.06,896.96,1701.84,14.31,112.77,883.2
09/24/2013,111.15,892.16,1697.42,14.08,111.42,891.52
09/25/2013,111.83,888.96,1692.77,14.01,111.54,889.6
09/26/2013,113.78,871.68,1698.67,14.06,113.28,876.16
09/27/2013,109.2,908.8,1691.75,15.46,111.91,886.4
09/30/2013,105.14,940.74,1681.55,16.6,104.24,949.12
10/01/2013,108.8,907.52,1695,15.54,104.97,941.44
10/02/2013,105.53,936.32,1693.87,16.6,106.32,926.72
10/03/2013,101.47,970.88,1678.66,17.67,104.36,944
10/04/2013,101.85,963.84,1690.5,16.74,99.9,983.04
10/07/2013,94.31,1037.44,1676.12,19.41,97.69,1002.88
10/08/2013,89.62,1085.44,1655.45,20.34,93.97,1037.44
10/09/2013,92.75,1047.68,1656.4,19.6,89.79,1084.8
10/10/2013,101.56,945.28,1692.56,16.48,96.05,1008.64
10/11/2013,103.64,929.92,1703.2,15.72,101.37,947.2
10/14/2013,102.33,939.52,1710.14,16.07,99.26,964.48
10/15/2013,96.04,995.84,1698.06,18.66,101.11,947.2
10/16/2013,107.44,881.28,1721.54,14.71,101.01,949.12
10/17/2013,113.81,832.64,1733.15,13.48,106.28,892.8
10/18/2013,114.33,822.72,1744.5,13.04,115.2,819.2
10/21/2013,113.72,829.44,1744.66,13.16,117,805.12
10/22/2013,113.53,832,1754.67,13.33,116.14,811.52
10/23/2013,112.73,836.8,1746.38,13.42,111.81,841.6
10/24/2013,114.29,824.32,1752.07,13.2,113.2,831.36
10/25/2013,114.75,821.82,1759.77,13.09,114.52,823.04
10/28/2013,113.89,826.3,1762.11,13.31,114.03,825.6
10/29/2013,114.89,821.12,1771.95,13.41,114.16,823.68
10/30/2013,113.39,828.8,1763.31,13.65,114.96,821.12
10/31/2013,113.99,827.2,1756.54,13.75,113.5,830.08
11/01/2013,114.69,821.12,1761.64,13.28,114.92,819.84
11/04/2013,117.54,800,1767.93,12.93,115.39,814.72
11/05/2013,117.96,798.08,1762.97,13.27,116.75,805.76
11/06/2013,119.78,785.02,1770.49,12.67,119.11,789.12
11/07/2013,115.59,812.8,1747.15,13.91,120.15,781.44
11/08/2013,120.25,777.92,1770.61,12.9,116.78,802.4
11/11/2013,120.82,776.32,1771.89,12.53,120.27,779.04
11/12/2013,121.07,773.44,1767.69,12.82,120.59,777.12
11/13/2013,121.49,770.4,1782,12.52,119.38,784.64
11/14/2013,122.91,762.24,1790.62,12.37,121.79,769.44
11/15/2013,124.54,752.48,1798.18,12.19,123.68,757.28
11/18/2013,124.36,752.48,1791.53,13.1,126.32,741.12
11/19/2013,122.86,761.76,1787.87,13.39,124.97,748.96
11/20/2013,125.32,746.4,1781.37,13.4,121.71,769.28
11/21/2013,129.63,721.92,1795.85,12.66,126.77,738.08
11/22/2013,131.4,711.2,1804.76,12.26,130.29,717.6
11/25/2013,130.86,713.44,1802.48,12.79,132.73,703.84
11/26/2013,130.12,717.44,1802.75,12.81,131.01,712.96
11/27/2013,130.05,717.44,1807.23,12.98,131.1,713.6
11/29/2013,128.49,726.24,1805.81,13.7,130.59,715.04
12/02/2013,127.52,732.8,1800.9,14.23,129,723.52
12/03/2013,124.21,749.6,1795.15,14.55,124.98,746.72
12/04/2013,125.56,743.84,1792.81,14.7,121.75,765.92
12/05/2013,124.59,747.36,1785.03,15.08,126.37,738.24
12/06/2013,128.95,722.08,1805.09,13.79,127.3,731.36
12/09/2013,129.89,716.16,1808.37,13.49,130.02,715.84
12/10/2013,129.25,720,1802.62,13.91,129.07,720.96
12/11/2013,123.18,753.76,1782.22,15.42,129.59,717.44
12/12/2013,122.65,756.96,1775.5,15.54,123.83,750.24
12/13/2013,122.37,758.24,1775.32,15.76,122.9,755.36
12/16/2013,122.34,759.2,1786.54,16.03,123.83,749.92
12/17/2013,122.67,756,1781,16.21,120.73,769.44
12/18/2013,131.33,702.08,1810.65,13.8,123.89,748.8
12/19/2013,130.02,709.28,1809.6,14.15,130.48,707.68
12/20/2013,129.34,713.92,1818.32,13.79,131.12,704.32
12/23/2013,134.03,688.64,1827.99,13.04,131,704.8
12/24/2013,136.61,674.56,1833.32,12.48,136,678.08
12/26/2013,139.01,663.36,1842.02,12.33,139.47,660
12/27/2013,136.98,672,1841.4,12.46,139.37,660.48
12/30/2013,134.86,681.12,1841.07,13.56,136.42,674.56
12/31/2013,134.94,680.8,1848.36,13.72,136.41,673.76
01/02/2014,132.23,695.04,1831.98,14.23,132.9,691.52
01/03/2014,133.03,690.56,1831.37,13.76,133.37,689.92
01/06/2014,134.62,683.68,1826.77,13.55,135.33,679.68
01/07/2014,137.77,667.52,1837.88,12.92,136.15,675.68
01/08/2014,137.54,668.32,1837.49,12.87,136.88,670.24
01/09/2014,137.18,669.28,1838.13,12.89,137.87,666.72
01/10/2014,140.4,653.44,1842.37,12.14,138.4,664
01/13/2014,135.53,676.96,1819.2,13.28,139.95,655.84
01/14/2014,140.93,649.92,1838.88,12.28,137.19,669.44
01/15/2014,140.48,652.96,1848.38,12.28,141.28,648.8
01/16/2014,139.75,655.68,1845.89,12.53,140.01,654.4
01/17/2014,139.51,658.08,1838.7,12.44,139.17,658.4
01/21/2014,141.09,649.28,1843.8,12.87,140.82,651.52
01/22/2014,143.26,639.52,1844.86,12.84,142.61,642.4
01/23/2014,139.38,657.44,1828.46,13.77,141.41,647.2
01/24/2014,126.78,715.04,1790.29,18.14,135.36,675.52
01/27/2014,123.62,726.24,1781.56,17.42,125.6,714.4
01/28/2014,128.64,696.8,1792.5,15.8,123.48,726.88
01/29/2014,120.06,743.2,1774.2,17.35,122.34,731.52
01/30/2014,121.72,730.56,1794.19,17.29,123.56,720.48
01/31/2014,112.52,792.16,1782.59,18.41,110.84,801.6
02/03/2014,104.44,848.32,1741.89,21.44,111,800.32
02/04/2014,106.14,829.28,1755.2,19.11,105.76,834.08
02/05/2014,102.36,861.92,1751.64,19.95,104.04,846.88
02/06/2014,112.32,776.16,1773.43,17.23,103.64,851.04
02/07/2014,119.04,727.36,1797.02,15.29,115.26,755.2
02/10/2014,118.92,728.48,1799.84,15.26,119.58,725.44
02/11/2014,123.42,700.96,1819.75,14.51,120.9,716.32
02/12/2014,125.92,686.4,1819.26,14.3,125.02,691.2
02/13/2014,126.92,681.46,1829.83,14.14,122.3,707.28
02/14/2014,128.8,671.2,1838.63,13.57,127.34,679.68
02/18/2014,130.46,662.88,1840.76,13.87,130,665.44
02/19/2014,121.56,706.72,1828.75,15.5,128.8,670.72
02/20/2014,126.2,680.64,1839.78,14.79,122.92,699.52
02/21/2014,124.96,688.16,1836.25,14.68,127.96,673.12
02/24/2014,125.84,683.2,1847.61,14.23,125.48,684.8
02/25/2014,125.76,683.04,1845.12,13.67,126.18,681.28
02/26/2014,124.1,691.2,1845.16,14.35,125.98,681.6
02/27/2014,124.46,689.6,1854.29,14.04,122.32,702.72
02/28/2014,122.4,701.92,1859.45,14,124.22,690.24
03/03/2014,115.46,740.48,1845.73,16,114.98,743.2
03/04/2014,122.64,691.84,1873.91,14.1,121.48,699.52
03/05/2014,122.5,691.2,1873.81,13.89,122.56,691.52
03/06/2014,123.4,687.52,1877.03,14.21,123.1,688.64
03/07/2014,120.54,702.4,1878.04,14.11,124.24,682.56
03/10/2014,121.18,699.52,1877.17,14.2,119.64,707.84
03/11/2014,119.46,709.28,1867.63,14.8,121.4,698.08
03/12/2014,119.66,708.96,1868.2,14.47,117.08,723.84
03/13/2014,114.7,737.6,1846.34,16.22,121.14,699.2
03/14/2014,111.54,758.4,1841.13,17.82,112.42,752.32
03/17/2014,116.56,722.88,1858.83,15.64,114.4,736.48
03/18/2014,120.9,694.4,1872.25,14.52,119.08,705.92
03/19/2014,118.56,708,1860.77,15.12,120.76,696
03/20/2014,119.36,703.68,1872.01,14.52,117.7,712.32
03/21/2014,118.48,708.48,1866.52,15,120.86,694.08
03/24/2014,118.16,709.92,1857.44,15.09,118.8,705.76
03/25/2014,119.7,700.96,1865.62,14.02,119.58,700.8
03/26/2014,117.52,713.76,1852.56,14.93,120.84,693.76
03/27/2014,119.02,705.12,1849.04,14.62,117.74,712.48
03/28/2014,120.22,696.8,1857.62,14.41,120.08,698.88
03/31/2014,123.94,674.4,1872.34,13.88,121.34,689.92
04/01/2014,128.14,651.84,1885.52,13.1,124.4,672.48
04/02/2014,127.24,656.64,1890.9,13.09,128,653.28
04/03/2014,127.42,655.84,1888.77,13.37,127.22,656.32
04/04/2014,124.72,669.44,1865.09,13.96,129.52,644.64
04/07/2014,121.96,684.8,1845.04,15.57,123.44,676
04/08/2014,124.18,672.32,1851.96,14.89,122.46,681.76
04/09/2014,127.14,655.68,1872.18,13.82,125.66,664.32
04/10/2014,119.52,695.04,1833.08,15.89,127,656.64
04/11/2014,115.78,716,1815.69,17.03,118.14,703.52
04/14/2014,116.74,710.08,1830.61,16.11,118,703.2
04/15/2014,118.04,702.72,1842.98,15.61,117.46,705.92
04/16/2014,122.22,677.6,1862.31,14.18,120.22,688.64
04/17/2014,123.98,667.36,1864.85,13.36,121.92,679.84
04/21/2014,126.36,655.04,1871.89,13.25,124.08,666.72
04/22/2014,126.7,654.24,1879.55,13.19,125.9,656.48
04/23/2014,126.04,656,1875.39,13.27,126.06,655.84
04/24/2014,124.56,664.8,1878.61,13.32,126.76,652.32
04/25/2014,123.66,669.28,1863.4,14.06,123.72,669.12
04/28/2014,126.34,655.2,1869.43,13.97,124.62,664
04/29/2014,128.62,643.2,1878.33,13.71,126.98,651.52
04/30/2014,128.44,644,1883.95,13.41,127.86,646.24
05/01/2014,128.58,643.36,1883.68,13.25,128.16,645.6
05/02/2014,129.3,640,1881.14,12.91,130,638.88
05/05/2014,130.6,632.96,1884.66,13.29,127.3,649.76
05/06/2014,129.44,637.2,1867.72,13.8,130,636
05/07/2014,132.16,624.77,1878.21,13.4,129.92,634.88
05/08/2014,131.78,625.92,1875.63,13.43,132.38,623.84
05/09/2014,134.7,612.32,1878.48,12.92,132.26,623.52
05/12/2014,138.58,594.08,1896.65,12.23,136.24,604.96
05/13/2014,138.26,595.84,1897.45,12.13,138.94,592.64
05/14/2014,139.04,592.48,1888.53,12.17,137.66,596.96
05/15/2014,137.38,598.72,1870.85,13.17,138.42,596
05/16/2014,140.72,584.8,1877.86,12.44,138.52,593.92
05/19/2014,142.42,577.76,1885.08,12.42,140.22,587.36
05/20/2014,143.66,572.64,1872.83,12.96,142.6,576
05/21/2014,145.76,563.52,1888.03,11.91,144.86,567.52
05/22/2014,145.9,563.84,1892.49,12.03,145.82,564.16
05/23/2014,147.02,559.2,1900.53,11.36,146.32,563.52
05/27/2014,151.56,541.92,1911.91,11.51,149.5,548.8
05/28/2014,151.98,540.48,1909.78,11.68,151.42,541.6
05/29/2014,152.52,538.24,1920.03,11.57,152.62,537.28
05/30/2014,152.78,536.32,1923.57,11.4,152.44,538.24
06/02/2014,153.84,534.08,1924.97,11.58,152.78,536.96
06/03/2014,153.16,535.95,1924.24,11.87,152.6,537.28
06/04/2014,154.78,530.4,1927.88,12.08,152.12,538.4
06/05/2014,160.2,511.2,1940.46,11.68,156.86,524
06/06/2014,168.22,485.6,1949.44,10.73,164.48,498.56
06/09/2014,166,491.84,1951.27,11.15,169.24,482.88
06/10/2014,168.94,483.36,1950.79,10.99,165.28,494.24
06/11/2014,165.2,494.24,1943.89,11.6,166.02,492
06/12/2014,157.08,517.92,1930.11,12.56,164.04,497.28
06/13/2014,159.82,509.12,1936.16,12.18,158.28,513.76
06/16/2014,160.08,508.32,1937.78,12.65,159.12,511.36
06/17/2014,165.32,490.72,1941.99,12.06,160.48,506.4
06/18/2014,174.36,464.32,1956.98,10.61,165.84,488.96
06/19/2014,173.66,466.72,1959.48,10.62,175.56,461.12
06/20/2014,171.24,472.96,1962.87,10.85,174.16,464.96
06/23/2014,175.44,461.28,1962.61,10.98,171.54,470.4
06/24/2014,169,477.76,1949.98,12.13,173.68,465.6
06/25/2014,175.38,460,1959.53,11.59,166.16,486.4
06/26/2014,173.32,465.76,1957.22,11.63,175.58,459.2
06/27/2014,174.78,461.76,1960.96,11.26,171.7,470.56
06/30/2014,176.54,457.6,1960.23,11.57,174.96,460.8
07/01/2014,181.02,445.48,1973.32,11.15,178.1,452.64
07/02/2014,182.82,440.8,1974.62,10.82,181.7,444.16
07/03/2014,185.4,434.72,1985.44,10.32,186.18,432.96
07/07/2014,181.4,444.32,1977.65,11.33,184.5,437.92
07/08/2014,178.54,451.04,1963.71,11.98,180.18,446.56
07/09/2014,182.08,442.4,1972.83,11.65,181.42,444.8
07/10/2014,175.56,457.28,1964.68,12.59,172.38,466.24
07/11/2014,177.72,452.8,1967.57,12.08,175.62,456.8
07/14/2014,182.42,439.68,1977.1,11.82,181.48,442.24
07/15/2014,179.04,447.2,1973.28,11.96,183.48,435.68
07/16/2014,183.54,436.32,1981.57,11,184.32,433.92
07/17/2014,166.2,478.88,1958.12,14.54,181.24,442.08
07/18/2014,178.2,446.24,1978.22,12.06,173.2,459.68
07/21/2014,174.08,456.16,1973.63,12.81,176.3,450.4
07/22/2014,177.52,447.04,1983.53,12.24,177.92,445.12
07/23/2014,175.92,450.88,1987.01,11.52,178.5,444.16
07/24/2014,177.18,447.84,1987.98,11.84,177.42,447.04
07/25/2014,171.84,461.28,1978.34,12.69,174.1,455.68
07/28/2014,172.62,458.4,1978.91,12.56,172.6,458.88
07/29/2014,173.06,457.92,1969.95,13.28,173.64,456.16
07/30/2014,170.18,465.28,1970.07,13.33,174.84,452.64
07/31/2014,155.64,504.64,1930.67,16.95,164.58,480
08/01/2014,148.02,528.16,1925.15,17.03,154.08,508.32
08/04/2014,154.26,504.72,1938.99,15.12,149,524
08/05/2014,143.48,540.64,1920.21,16.87,151.02,514.88
08/06/2014,142.92,542.56,1920.24,16.37,140.82,550.24
08/07/2014,139.98,553.92,1909.57,16.66,146.46,528.48
08/08/2014,145.26,531.36,1931.59,15.77,139.82,553.92
08/11/2014,151.24,509.6,1936.92,14.23,148.24,520.8
08/12/2014,152.2,506.4,1933.75,14.13,151.7,507.84
08/13/2014,160.8,478.24,1946.72,12.9,156,493.92
08/14/2014,165.86,462.08,1955.18,12.42,162.82,471.2
08/15/2014,165.9,462.08,1955.06,13.15,169.32,452.16
08/18/2014,172.36,444.8,1971.74,12.32,171.18,447.84
08/19/2014,173.88,440,1981.6,12.21,174.28,439.2
08/20/2014,172.56,443.36,1986.51,11.78,171.4,446.72
08/21/2014,172.14,444.96,1992.37,11.76,172.14,444.32
08/22/2014,172.84,443.2,1988.4,11.47,172.62,443.84
08/25/2014,174.5,438.4,1997.92,11.7,174.8,437.76
08/26/2014,172.86,442.08,2000.02,11.63,174.5,438.88
08/27/2014,171.82,445.28,2000.12,11.78,172.66,443.52
08/28/2014,168.94,452.32,1996.74,12.05,166.86,458.56
08/29/2014,170.06,449.76,2003.37,12.09,170.94,447.68
09/02/2014,168.92,452.48,2002.28,12.25,170.06,448.96
09/03/2014,170.9,447.2,2000.72,12.36,171.78,445.12
09/04/2014,170.58,448.16,1997.65,12.64,172.08,444.16
09/05/2014,174.02,439.2,2007.71,12.09,171.48,445.92
09/08/2014,173.68,440.16,2001.54,12.66,173.4,440.48
09/09/2014,168.92,451.68,1988.44,13.5,172.52,442.72
09/10/2014,170.1,449.12,1995.69,12.88,168.8,452.64
09/11/2014,170.58,448,1997.45,12.8,167.08,457.12
09/12/2014,166.86,457.92,1985.54,13.31,170.02,449.44
09/15/2014,162.58,469.76,1984.13,14.12,166.1,459.84
09/16/2014,170.4,446.06,1998.98,12.73,160.84,474.72
09/17/2014,171.9,442.08,2001.57,12.65,171.16,444
09/18/2014,174.38,435.2,2011.36,12.03,173.26,438.88
09/19/2014,174.28,435.68,2010.4,12.11,176.06,431.04
09/22/2014,168.24,450.56,1994.29,13.69,172.18,440.8
09/23/2014,162,467.68,1982.77,14.93,163.82,462.24
09/24/2014,167.04,452.64,1998.3,13.27,162.76,464.96
09/25/2014,154.5,485.12,1965.99,15.64,165.44,456.64
09/26/2014,159.8,469.92,1982.85,14.85,155.76,482.08
09/29/2014,152.16,492.96,1977.8,15.98,151.26,495.36
09/30/2014,149.88,498.86,1972.29,16.31,151.28,494.88
10/01/2014,146.76,510.24,1946.16,16.71,149.96,498.72
10/02/2014,147.88,504.96,1946.17,16.16,145.68,512.64
10/03/2014,156.84,473.92,1967.9,14.55,152.88,487.84
10/06/2014,154.1,481.28,1964.82,15.46,160.32,463.52
10/07/2014,143.24,516.32,1935.1,17.2,150.36,493.44
10/08/2014,154.88,472.8,1968.89,15.11,142.5,518.72
10/09/2014,140.48,515.36,1928.21,18.76,152.72,478.72
10/10/2014,124.92,573.6,1906.13,21.24,139.8,518.56
10/13/2014,112.7,632.96,1874.74,24.64,126.8,563.84
10/14/2014,113.42,622.88,1877.7,22.79,114.2,615.84
10/15/2014,111.18,630.56,1862.49,25.27,104.56,665.28
10/16/2014,106.52,645.28,1862.76,25.2,97.44,708.16
10/17/2014,111.02,617.28,1886.76,21.99,113.8,600.48
10/20/2014,119.6,569.6,1904.01,18.57,110.54,620.8
10/21/2014,128.46,527.84,1941.28,16.08,123.82,548.48
10/22/2014,118.08,568.32,1927.11,17.87,129.2,523.2
10/23/2014,125.52,535.68,1950.82,16.53,126,533.6
10/24/2014,126.86,530.72,1964.58,16.11,125.48,535.68
10/27/2014,128.6,522.72,1961.63,16.04,124.58,538.72
10/28/2014,137.16,488,1985.05,14.39,130.64,515.04
10/29/2014,134.76,496.3,1982.3,15.15,136.64,489.44
10/30/2014,134.12,498.24,1994.65,14.52,131.86,506.88
10/31/2014,137.64,485.12,2018.05,14.03,138.5,482.24
11/03/2014,135.36,492.96,2017.81,14.73,137.68,484.48
11/04/2014,136.32,489.92,2012.1,14.89,134.36,496.96
11/05/2014,138.12,483.84,2023.57,14.17,138.84,480.48
11/06/2014,141.56,471.2,2031.21,13.67,138.86,480.32
11/07/2014,143.6,464.48,2031.92,13.12,141.72,470.24
11/10/2014,148.96,446.24,2038.26,12.67,144.2,461.92
11/11/2014,149.16,446.4,2039.68,12.92,149.72,444.16
11/12/2014,147.24,452.48,2038.25,13.02,145.48,457.44
11/13/2014,145.44,457.12,2039.33,13.79,146.44,453.6
11/14/2014,145,458.56,2039.82,13.31,144.68,459.68
11/17/2014,145.2,457.6,2041.32,13.99,143.58,462.56
11/18/2014,147.92,449.6,2051.8,13.86,146.2,454.56
11/19/2014,144.22,460.48,2048.72,13.96,145.88,455.36
11/20/2014,145.74,455.68,2052.75,13.58,141.52,468.64
11/21/2014,148.68,446.72,2063.5,12.9,150.08,441.92
11/24/2014,151.78,436.96,2069.41,12.62,149.98,442.24
11/25/2014,153,433.92,2067.03,12.25,152.4,434.88
11/26/2014,155.4,427.2,2072.83,12.07,152.56,434.24
11/28/2014,151.2,438.4,2067.56,13.33,154.62,428.48
12/01/2014,144.76,457.1,2053.44,14.16,148,447.04
12/02/2014,152.4,431.52,2066.55,12.85,144.82,456.32
12/03/2014,154.76,424.32,2074.33,12.5,153.9,425.92
12/04/2014,154.56,424.64,2071.92,12.38,152.76,429.28
12/05/2014,157.08,417.6,2075.37,11.89,157,417.76
12/08/2014,150.84,432.8,2060.31,14.21,156.24,420
12/09/2014,148.96,439.04,2059.82,15.35,142.92,456.16
12/10/2014,133.68,485.28,2026.14,18.53,145.84,447.36
12/11/2014,125.12,514.21,2035.33,20.08,134.4,478.72
12/12/2014,118,542.24,2002.33,21.08,119.16,536.16
12/15/2014,120.72,528.8,1989.63,20.42,123.62,516.64
12/16/2014,115.14,554.08,1972.74,23.57,117.98,541.44
12/17/2014,125.66,497.44,2012.89,19.44,113.18,561.28
12/18/2014,129.7,482.72,2061.23,16.81,131.94,474.08
12/19/2014,130.64,478.4,2070.65,16.49,130.16,480.8
12/22/2014,137,455.84,2078.54,15.25,133.98,465.92
12/23/2014,136.74,456.16,2082.17,14.8,137.8,452.8
12/24/2014,137.76,452.96,2081.88,14.37,138.32,451.2
12/26/2014,136.44,457.44,2088.77,14.5,137.74,452.64
12/29/2014,136.66,456.16,2090.57,15.06,135.46,460.16
12/30/2014,133.26,467.2,2080.35,15.92,134.52,462.88
12/31/2014,122.32,504.16,2058.9,19.2,133.84,464.96
01/02/2015,124.54,495.84,2058.2,17.79,126.76,487.52
01/05/2015,115.92,531.36,2020.58,19.92,121.24,509.6
01/06/2015,112.96,543.2,2002.61,21.12,116.44,528.64
01/07/2015,116.64,526.08,2025.9,19.31,116.38,527.52
01/08/2015,123.88,492.32,2062.14,17.01,121,506.24
01/09/2015,119.32,511.68,2044.81,17.55,125.42,487.04
01/12/2015,113.52,535.84,2028.26,19.6,118.16,516.16
01/13/2015,110.24,550.24,2023.03,20.56,116.1,523.84
01/14/2015,108.2,561.94,2011.27,21.48,105.06,577.28
01/15/2015,104.96,578.08,1992.67,22.39,109.52,555.36
01/16/2015,106.84,567.52,2019.42,20.95,104.6,579.52
01/20/2015,107.84,561.92,2022.55,19.89,110.2,549.76
01/21/2015,112.98,535.2,2032.12,18.85,106.64,568.48
01/22/2015,120.34,500.8,2063.15,16.4,116.12,520
01/23/2015,117.2,513.6,2051.82,16.66,118.62,507.52
01/26/2015,122.46,490.08,2057.09,15.52,118.12,508.8
01/27/2015,116.6,512,2029.55,17.22,115.84,515.2
01/28/2015,106.52,554.72,2002.16,20.44,119.98,498.88
01/29/2015,109.04,536,2021.25,18.76,105.84,554.72
01/30/2015,97.7,589.92,1994.99,20.97,105.42,553.12
02/02/2015,103.74,558.4,2020.85,19.43,101.56,570.56
02/03/2015,108.76,531.84,2050.03,17.33,105.42,548.48
